age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,active_hours,bug_commit_ratio,burnout_encoded
22,12,11.71,6.07,7,6,6,0,13.29,1.54,55.6,Medium,1.8979,13.25,0.9836,2
28,2,5.43,7.17,1,1,11,9,7.08,0.38,22.68,Low,0.7469,5.81,0.0901,1
39,2,6.05,8.27,7,6,22,3,9.2,0.99,22.43,Low,0.7228,7.04,0.2715,1
25,0,10.86,6.33,0,8,10,0,14.36,0.79,72.74,High,1.689,11.65,0.7921,0
37,19,9.6,8.32,1,19,6,8,12.39,0.41,92.1,High,1.1401,10.01,3.1148,0
25,1,6.04,4.47,1,7,28,5,7.86,0.49,53.745000000000005,Low,1.3217,6.53,0.2491,1
38,2,13.03,7.27,0,8,25,1,14.56,0.48,59.16,Medium,1.768,13.51,0.3187,2
31,14,6.76,5.67,7,9,26,4,9.73,0.84,53.62,Medium,1.1716,7.6,0.3448,2
44,5,8.21,5.93,4,9,9,0,11.47,0.78,36.8,Medium,1.3615,8.99,0.989,2
30,12,6.02,6.86,7,1,8,9,8.24,1.11,60.95,Medium,0.8649,7.13,0.1235,2
21,0,8.98,6.4,1,9,1,6,9.76,0.19,48.84,Medium,1.3815,9.17,8.1818,2
34,19,8.92,5.91,3,2,4,8,10.24,1.16,63.01,Medium,1.4842,10.08,0.4878,2
31,18,6.95,5.54,3,0,9,0,8.05,1.02,11.8,Low,1.2323,7.97,0.0,1
31,0,11.69,7.09,4,16,14,7,13.11,0.51,95.54,High,1.6259,12.2,1.1348,0
28,1,7.94,6.53,2,0,27,7,11.91,1.0,46.94,Medium,1.1976,8.94,0.0,2
40,14,11.3,5.62,6,4,14,6,13.68,1.37,55.47,Medium,1.9755,12.67,0.2837,2
43,13,6.07,5.02,0,13,13,9,7.18,1.54,52.29,Medium,1.1855,7.61,0.9924,2
21,18,7.77,7.87,0,5,26,3,10.8,0.07,25.16,Low,0.9749,7.84,0.1916,1
41,10,4.08,8.0,2,8,15,6,7.22,1.07,37.39,Medium,0.5037,5.15,0.5298,2
22,14,11.59,5.07,5,13,26,1,14.3,0.71,88.65,High,2.2418,12.3,0.4981,0
35,19,12.18,5.2,5,0,18,4,16.2,0.57,55.41,Medium,2.2981,12.75,0.0,2
40,8,8.56,8.42,4,5,22,4,12.32,1.49,34.12,Low,1.0047,10.05,0.2262,1
43,4,12.0,7.87,3,6,8,7,14.58,1.2,45.81,Medium,1.5056,13.2,0.7407,2
20,19,10.48,4.37,0,5,13,0,13.0,1.58,49.74,Medium,2.3445,12.06,0.3817,2
40,1,4.04,6.46,2,0,14,5,5.66,1.97,0.0,Low,0.6159,6.01,0.0,1
22,5,6.54,4.18,3,7,18,3,10.55,1.82,36.85,Medium,1.528,8.36,0.3867,2
39,17,8.94,5.27,5,11,25,9,12.34,1.19,90.68,High,1.6648,10.13,0.4382,0
21,18,10.19,8.59,0,10,7,5,11.53,1.79,47.09,Medium,1.1726,11.98,1.4085,2
28,8,4.66,8.32,0,1,26,5,7.17,0.31,1.49,Low,0.5534,4.97,0.0383,1
38,5,11.05,7.91,6,1,14,0,15.66,0.09,26.93,Low,1.3795,11.14,0.0709,1
34,13,8.98,6.29,1,1,7,7,12.25,1.07,41.14,Medium,1.4053,10.05,0.1408,2
37,12,9.26,5.61,0,7,27,3,11.56,1.95,34.22,Low,1.6217,11.21,0.2583,1
30,10,6.92,8.41,4,6,3,8,10.5,1.42,64.11,Medium,0.8132,8.34,1.9355,2
44,11,9.95,7.29,7,15,26,6,11.76,0.61,71.49,High,1.3464,10.56,0.5747,0
42,18,4.27,5.48,0,8,28,3,7.37,1.34,12.41,Low,0.7652,5.61,0.2847,1
35,18,4.65,6.32,7,15,5,0,8.33,0.08,31.55,Low,0.7243,4.73,2.9412,1
41,18,11.34,8.41,4,1,10,8,15.76,0.94,49.77,Medium,1.3325,12.28,0.099,2
36,12,7.22,8.52,5,2,11,9,10.99,0.47,45.89,Medium,0.8376,7.69,0.1802,2
24,13,7.47,7.3,6,1,23,5,10.01,0.1,27.19,Low,1.0095,7.57,0.0433,1
31,17,6.08,7.66,1,18,27,5,10.15,0.5,53.79,Medium,0.7835,6.58,0.6642,2
30,11,8.46,4.2,6,16,8,0,13.05,1.44,50.18,Medium,1.9674,9.9,1.9753,2
34,3,4.52,7.02,4,19,17,4,7.43,1.1,56.34,Medium,0.6348,5.62,1.1111,2
22,9,7.0,7.44,5,9,16,3,8.02,0.05,41.42,Medium,0.9284,7.05,0.559,2
20,16,9.27,4.1,3,10,20,0,13.79,0.82,48.58,Medium,2.2071,10.09,0.4975,2
39,3,8.66,8.22,6,19,25,6,10.32,1.5,84.99,High,1.0409,10.16,0.757,0
21,12,7.89,5.19,0,5,26,2,10.12,1.75,29.91,Low,1.4915,9.64,0.1916,1
21,3,7.87,8.23,6,9,12,1,10.39,0.0,46.49,Medium,0.9448,7.87,0.7438,2
22,9,9.04,7.33,2,13,5,7,13.24,0.44,77.69,High,1.2167,9.48,2.549,0
27,2,5.9,6.9,2,0,27,4,8.46,0.42,53.745000000000005,Low,0.8429,6.32,0.0,1
43,14,12.76,8.22,4,14,13,9,12.01,0.83,86.6,High,1.5337,13.59,1.0687,0
34,1,9.72,5.43,1,5,26,8,13.26,1.29,51.21,Medium,1.7577,11.01,0.1916,2
26,16,5.92,7.95,4,12,0,4,9.6,0.31,43.4,Medium,0.7354,6.23,120.0,2
25,5,11.93,5.57,7,13,27,9,16.19,1.83,87.63,High,2.1041,13.76,0.4797,0
28,7,4.34,7.94,6,12,26,0,6.94,1.55,23.59,Low,0.5398,5.89,0.4598,1
39,2,13.83,6.26,6,15,14,9,15.17,0.84,100.0,High,2.1745,14.67,1.0638,0
20,17,12.65,4.58,5,0,21,4,15.86,1.17,49.41,Medium,2.703,13.82,0.0,2
27,0,9.8,5.91,6,13,17,4,11.28,1.08,57.67,Medium,1.6306,10.88,0.7602,2
42,15,5.11,5.17,5,12,10,7,6.18,1.16,54.9,Medium,0.9696,6.27,1.1881,2
42,6,6.15,4.5,6,9,10,5,10.26,1.72,46.28,Medium,1.337,7.87,0.8911,2
22,2,6.79,4.55,6,9,7,4,9.4,1.02,63.91,Medium,1.4602,7.81,1.2676,2
23,3,6.41,7.9,4,3,3,7,9.51,1.37,19.43,Low,0.8012,7.78,0.9677,1
44,8,8.98,8.41,4,13,1,0,12.63,0.21,51.53,Medium,1.0552,9.19,11.8182,2
34,4,13.45,8.64,3,11,0,4,16.05,0.92,75.69,High,1.5389,14.37,110.0,0
25,18,8.44,8.27,5,5,23,2,9.64,1.27,16.95,Low,1.0084,9.71,0.2165,1
34,14,10.62,8.15,3,14,9,4,12.63,0.03,64.12,Medium,1.2873,10.65,1.5385,2
40,7,10.89,4.34,4,4,16,2,12.67,0.22,71.65,High,2.4527,11.11,0.2484,0
22,5,12.72,7.95,1,9,6,3,17.63,0.18,63.91,Medium,1.5801,12.9,1.4754,2
44,17,4.34,7.92,0,9,6,8,8.3,0.75,25.28,Low,0.5411,5.09,1.4754,1
40,18,8.04,4.66,5,9,12,1,10.85,1.24,54.94,Medium,1.6891,9.28,0.7438,2
40,14,11.85,7.31,2,11,21,9,13.1,1.99,68.15,Medium,1.5992,13.84,0.5213,2
32,6,12.15,6.26,3,3,23,0,13.61,0.51,41.88,Medium,1.9104,12.66,0.1299,2
39,9,13.27,8.5,7,3,25,3,17.52,0.27,61.69,Medium,1.543,13.54,0.1195,2
33,5,11.03,7.48,5,12,0,7,15.81,0.83,90.29,High,1.4551,11.86,120.0,0
23,13,6.45,8.75,7,13,27,4,7.58,0.29,38.59,Medium,0.7288,6.74,0.4797,2
31,16,9.06,4.52,0,11,0,8,13.7,0.05,77.68,High,1.961,9.11,110.0,0
36,8,4.32,4.2,3,12,12,9,6.84,1.13,52.15,Medium,1.0047,5.45,0.9917,2
26,18,10.47,8.87,5,19,0,2,12.32,1.76,74.5,High,1.1672,12.23,190.0,0
28,4,9.54,4.4,3,12,5,8,10.95,1.72,83.16,High,2.12,11.26,2.3529,0
22,6,10.67,5.93,3,1,22,0,14.76,0.2,35.87,Medium,1.7695,10.87,0.0452,2
32,18,13.3,7.25,4,18,25,1,16.18,0.29,89.02,High,1.8095,13.59,0.7171,0
34,19,10.87,8.4,6,8,24,8,15.2,0.98,62.09,Medium,1.2788,11.85,0.332,2
37,6,7.2,5.27,4,9,9,8,9.1,0.74,54.88,Medium,1.3408,7.94,0.989,2
38,1,5.99,4.15,3,16,20,9,9.7,1.41,96.53,High,1.4094,7.4,0.796,0
20,15,12.55,6.61,3,9,0,4,14.02,0.99,63.63,Medium,1.8703,13.54,90.0,2
25,12,5.94,6.36,6,19,24,9,7.3,0.04,82.84,High,0.9195,5.98,0.7884,0
42,7,5.62,5.53,2,12,4,3,7.15,0.57,36.2,Medium,0.9982,6.19,2.9268,2
21,5,6.07,8.37,0,19,21,8,10.31,1.8,37.02,Medium,0.7166,7.87,0.9005,2
43,5,9.09,7.75,6,0,24,9,12.71,1.02,38.14,Medium,1.158,10.11,0.0,2
33,8,5.24,8.29,0,1,1,1,6.9,1.6,0.0,Low,0.6246,6.84,0.9091,1
25,3,13.38,4.81,1,16,29,2,15.92,0.8,69.55,Medium,2.7251,14.18,0.5498,2
33,10,13.66,7.46,7,12,2,7,17.71,1.35,83.6,High,1.8069,15.01,5.7143,0
23,4,13.74,8.88,6,16,29,0,15.88,0.34,82.0,High,1.5301,14.08,0.5498,0
40,16,4.39,7.06,1,12,22,1,9.08,1.47,17.62,Low,0.6131,5.86,0.543,1
27,19,13.46,4.86,1,16,2,4,18.12,1.57,81.89,High,2.7137,15.03,7.619,0
22,6,13.97,8.98,4,18,17,6,17.18,0.18,90.6,High,1.5385,14.15,1.0526,0
38,14,13.42,6.64,4,13,22,9,16.95,0.37,89.39,High,1.9911,13.79,0.5882,0
33,14,10.71,8.2,2,19,7,8,14.32,0.93,100.0,High,1.2904,11.64,2.6761,0
32,13,11.01,4.75,4,9,8,2,13.04,1.27,51.87,Medium,2.2701,12.28,1.1111,2
36,12,5.22,7.33,1,1,1,3,7.68,1.27,13.54,Low,0.7026,6.49,0.9091,1
44,10,12.74,8.56,5,13,28,9,14.28,1.34,63.66,Medium,1.4711,14.08,0.4626,2
27,12,4.6,6.66,3,16,1,0,9.3,1.43,35.96,Medium,0.6805,6.03,14.5455,2
43,8,7.18,5.44,1,4,26,0,11.08,1.01,28.86,Low,1.296,8.19,0.1533,1
33,9,13.91,4.64,2,17,15,0,15.1,1.15,73.92,High,2.9346,15.06,1.1258,0
25,3,8.22,5.48,3,2,6,3,11.42,0.02,31.91,Low,1.4731,8.24,0.3279,1
42,16,5.31,5.77,4,15,29,8,7.68,0.33,74.5,High,0.9046,5.64,0.5155,0
41,13,13.69,7.55,3,18,3,7,17.95,1.0,84.83,High,1.7895,14.69,5.8065,0
35,17,13.84,4.89,5,17,4,3,16.22,1.49,99.56,High,2.7735,15.33,4.1463,0
44,10,5.87,4.53,2,19,0,7,9.45,1.62,59.36,Medium,1.2678,7.49,190.0,2
38,15,12.65,5.93,4,4,21,6,14.31,1.46,75.24,High,2.0978,14.11,0.1896,0
33,0,7.9,6.29,0,7,9,5,11.14,0.97,57.11,Medium,1.2363,8.87,0.7692,2
38,6,7.81,7.14,1,5,12,9,9.99,0.56,36.63,Medium,1.0787,8.37,0.4132,2
22,9,6.63,7.54,6,14,23,1,8.29,0.89,47.43,Medium,0.8678,7.52,0.6061,2
29,8,4.45,8.45,5,2,26,2,7.93,0.02,18.13,Low,0.5205,4.47,0.0766,1
38,2,6.68,5.44,5,8,14,3,10.23,1.2,20.7,Low,1.2058,7.88,0.5674,1
28,13,4.54,6.64,6,10,0,6,9.47,0.15,55.43,Medium,0.6736,4.69,100.0,2
39,14,13.24,5.83,1,19,17,7,16.92,0.29,100.0,High,2.2327,13.53,1.1111,0
32,1,10.62,4.01,2,13,22,7,13.68,1.25,88.22,High,2.5839,11.87,0.5882,0
26,13,12.87,6.9,2,8,13,3,17.52,0.03,47.34,Medium,1.8386,12.9,0.6107,2
33,15,11.17,8.08,5,9,17,8,15.48,1.15,77.22,High,1.3655,12.32,0.5263,0
28,6,5.31,4.18,1,14,24,7,8.5,1.28,52.6,Medium,1.2407,6.59,0.5809,2
42,3,13.41,4.02,3,17,21,4,16.46,1.58,83.68,High,3.2549,14.99,0.8057,0
44,17,13.0,7.64,0,18,11,2,17.77,0.14,82.75,High,1.6796,13.14,1.6216,0
38,4,7.48,7.42,0,6,11,5,10.95,0.01,30.78,Low,0.9947,7.49,0.5405,1
34,5,5.12,6.03,2,18,4,8,8.98,1.53,57.06,Medium,0.8352,6.65,4.3902,2
39,6,11.04,7.31,7,4,6,0,12.39,0.58,48.69,Medium,1.4899,11.62,0.6557,2
33,14,11.28,8.77,2,17,25,6,15.15,1.77,66.85,Medium,1.2717,13.05,0.6773,2
43,0,12.97,5.24,3,0,23,6,15.03,0.37,52.29,Medium,2.4288,13.34,0.0,2
25,3,4.53,5.23,2,11,12,0,5.99,1.17,20.44,Low,0.8499,5.7,0.9091,1
40,0,5.42,4.93,0,5,8,6,9.82,0.22,46.28,Medium,1.0775,5.64,0.6173,2
23,10,9.98,7.62,7,12,5,0,13.74,0.81,65.51,Medium,1.2927,10.79,2.3529,2
27,17,10.19,5.77,1,16,20,1,12.82,1.76,47.82,Medium,1.7359,11.95,0.796,2
36,13,8.98,8.94,5,8,6,8,7.07,1.22,32.23,Low,0.9934,10.2,1.3115,1
28,10,7.97,7.57,0,0,17,7,9.76,1.38,24.44,Low,1.0391,9.35,0.0,1
20,9,9.84,5.84,3,11,14,8,10.88,0.45,80.53,High,1.6566,10.29,0.7801,0
43,16,11.38,4.75,1,0,7,8,13.78,1.85,55.17,Medium,2.3464,13.23,0.0,2
39,3,7.16,6.96,1,3,27,3,8.75,1.25,25.93,Low,1.0142,8.41,0.1107,1
44,14,8.84,5.47,5,6,19,4,11.53,0.21,51.13,Medium,1.5871,9.05,0.3141,2
30,12,13.54,6.21,6,4,16,6,15.0,0.03,75.4,High,2.1458,13.57,0.2484,0
40,8,6.3,5.46,1,9,2,5,7.67,0.1,66.09,Medium,1.1331,6.4,4.2857,2
22,10,6.53,6.94,1,4,12,8,11.14,1.82,36.45,Medium,0.9276,8.35,0.3306,2
28,10,13.4,4.68,2,6,8,1,17.38,0.72,65.85,Medium,2.8033,14.12,0.7407,2
33,5,7.96,6.81,1,16,19,7,9.17,0.6,41.14,Medium,1.152,8.56,0.8377,2
28,0,11.18,4.28,3,11,14,1,12.5,0.83,68.62,Medium,2.5525,12.01,0.7801,2
23,5,10.12,7.03,1,14,25,1,13.86,0.82,58.27,Medium,1.4194,10.94,0.5578,2
23,12,6.86,6.65,2,2,25,5,9.34,0.48,22.28,Low,1.0163,7.34,0.0797,1
27,10,10.54,6.6,4,16,29,3,14.44,0.18,83.81,High,1.5731,10.72,0.5498,0
21,14,10.56,7.42,4,13,26,5,13.18,0.22,82.74,High,1.4043,10.78,0.4981,0
28,17,9.92,4.22,3,14,15,5,14.79,1.2,68.77,Medium,2.2963,11.12,0.9272,2
33,19,5.0,6.3,4,14,15,1,8.78,0.79,19.71,Low,0.7813,5.79,0.9272,1
41,13,13.95,6.22,4,14,18,5,15.14,1.8,76.87,High,2.2073,15.75,0.7735,0
28,14,8.0,6.3,6,18,3,7,10.32,0.93,79.86,High,1.25,8.93,5.8065,0
43,4,10.38,8.9,6,10,18,4,13.63,1.01,61.38,Medium,1.1533,11.39,0.5525,2
42,3,12.86,4.7,3,17,18,0,14.43,1.86,74.95,High,2.6792,14.72,0.9392,0
35,1,8.23,7.45,7,9,1,7,9.24,1.0,45.52,Medium,1.0901,9.23,8.1818,2
36,6,11.74,6.01,1,8,5,5,13.06,1.0,65.63,Medium,1.9214,12.74,1.5686,2
31,15,7.59,7.81,7,0,14,6,11.12,1.42,33.22,Low,0.9595,9.01,0.0,1
22,9,8.05,4.79,4,10,9,7,9.42,0.78,84.29,High,1.6462,8.83,1.0989,0
30,17,13.06,7.82,4,15,21,1,16.72,1.18,77.3,High,1.649,14.24,0.7109,0
33,16,5.6,4.35,0,2,9,0,9.07,0.89,8.81,Low,1.2584,6.49,0.2198,1
37,12,4.29,6.42,4,8,3,5,9.05,1.06,16.21,Low,0.658,5.35,2.5806,1
40,0,13.09,7.71,7,10,13,5,17.45,1.65,88.81,High,1.6761,14.74,0.7634,0
40,0,12.22,4.96,6,16,7,7,16.99,0.83,84.45,High,2.415,13.05,2.2535,0
24,14,13.73,7.85,4,0,5,6,18.59,0.46,58.13,Medium,1.727,14.19,0.0,2
35,0,4.58,4.83,3,8,11,7,7.34,1.14,28.88,Low,0.929,5.72,0.7207,1
39,5,8.98,8.0,0,2,7,9,8.51,1.02,13.32,Low,1.1086,10.0,0.2817,1
24,12,5.05,6.34,5,9,5,9,7.18,1.39,47.03,Medium,0.7842,6.44,1.7647,2
22,0,10.83,7.42,0,4,14,4,13.86,0.62,28.22,Low,1.4402,11.45,0.2837,1
31,4,10.06,8.59,7,10,28,1,11.66,1.93,18.8,Low,1.1577,11.99,0.3559,1
20,8,7.59,6.04,1,4,24,4,11.28,0.69,22.68,Low,1.2362,8.28,0.166,1
40,16,4.57,5.16,1,11,18,1,5.67,1.97,5.82,Low,0.8688,6.54,0.6077,1
28,15,10.4,8.34,0,13,13,8,12.34,0.38,57.17,Medium,1.2322,10.78,0.9924,2
28,7,9.7,4.81,0,11,2,4,12.01,2.0,50.43,Medium,1.9756,11.7,5.2381,2
23,16,5.13,7.16,1,18,17,0,9.88,0.15,49.48,Medium,0.7066,5.28,1.0526,2
22,14,13.09,8.62,6,8,9,8,14.67,1.43,69.83,Medium,1.5011,14.52,0.8791,2
36,0,5.99,7.37,7,6,13,9,10.55,1.48,40.77,Medium,0.8019,7.47,0.458,2
21,11,11.44,4.98,3,15,13,4,12.94,1.36,77.43,High,2.252,12.8,1.145,0
43,4,12.85,4.76,3,6,21,0,16.45,1.56,62.03,Medium,2.644,14.41,0.2844,2
20,5,9.79,5.26,3,13,6,8,12.07,0.94,84.82,High,1.8265,10.73,2.1311,0
27,0,6.47,5.96,3,7,6,8,12.01,0.11,32.77,Low,1.0677,6.58,1.1475,1
32,0,7.09,4.8,1,17,20,9,12.08,0.72,65.2,Medium,1.4469,7.81,0.8458,2
42,9,12.86,7.99,7,2,21,9,14.76,1.28,82.02,High,1.5896,14.14,0.0948,0
34,9,6.98,5.79,6,1,22,5,8.79,1.29,38.08,Medium,1.1851,8.27,0.0452,2
27,2,11.46,8.68,2,4,10,5,14.82,0.39,57.26,Medium,1.3052,11.85,0.396,2
31,10,13.9,8.21,4,7,17,9,17.86,0.51,90.28,High,1.6727,14.41,0.4094,0
41,18,14.0,8.54,4,18,9,9,18.93,0.97,79.56,High,1.6204,14.97,1.978,0
31,10,9.33,5.47,4,8,14,1,13.14,1.46,27.91,Low,1.675,10.79,0.5674,1
33,17,12.27,6.87,4,1,29,6,15.52,1.71,49.99,Medium,1.7604,13.98,0.0344,2
34,1,13.9,5.61,1,14,11,1,16.54,0.17,83.22,High,2.4343,14.07,1.2613,0
34,8,7.75,5.28,2,7,22,3,11.13,1.85,32.71,Low,1.4405,9.6,0.3167,1
28,16,6.52,7.04,1,9,16,3,9.92,1.86,22.19,Low,0.9132,8.38,0.559,1
38,13,5.14,8.09,2,6,21,9,7.01,0.02,36.59,Medium,0.6276,5.16,0.2844,2
39,3,5.41,4.47,1,18,23,6,9.09,1.01,59.11,Medium,1.1838,6.42,0.7792,2
41,16,12.54,5.38,6,0,28,5,12.01,1.17,62.0,Medium,2.2883,13.71,0.0,2
27,16,9.89,5.03,0,1,16,9,12.85,1.11,29.07,Low,1.9279,11.0,0.0621,1
40,11,12.74,7.99,2,2,0,6,14.78,1.23,48.47,Medium,1.5748,13.97,20.0,2
25,17,10.74,4.4,2,14,20,0,14.2,0.59,54.47,Medium,2.3867,11.33,0.6965,2
39,2,10.09,5.9,5,13,14,3,11.35,0.19,63.24,Medium,1.6817,10.28,0.922,2
44,10,4.48,8.57,3,7,18,2,5.53,0.42,0.0,Low,0.5167,4.9,0.3867,1
38,17,12.72,5.72,2,17,13,6,14.24,1.48,93.18,High,2.1856,14.2,1.2977,0
23,3,8.18,7.56,5,16,9,6,9.85,0.48,56.73,Medium,1.0679,8.66,1.7582,2
42,16,9.6,4.5,3,6,28,3,11.39,1.66,47.49,Medium,2.087,11.26,0.2135,2
26,17,4.22,6.22,5,19,9,6,8.32,0.81,53.26,Medium,0.6677,5.03,2.0879,2
23,4,13.36,6.52,3,0,22,3,16.15,0.83,49.72,Medium,2.0181,14.19,0.0,2
41,13,13.03,7.79,0,8,6,8,15.91,1.74,74.39,High,1.6515,14.77,1.3115,0
31,9,9.43,5.44,2,8,6,2,13.01,0.43,41.91,Medium,1.7022,9.86,1.3115,2
32,14,9.77,5.32,5,10,13,9,13.69,0.38,81.67,High,1.8026,10.15,0.7634,0
22,0,11.05,5.51,6,18,14,1,12.06,1.97,80.74,High,1.9697,13.02,1.2766,0
41,15,6.65,6.78,0,5,21,4,11.08,1.08,24.27,Low,0.9666,7.73,0.237,1
31,10,6.22,8.38,4,6,19,8,11.17,0.38,31.74,Low,0.7335,6.6,0.3141,1
21,19,10.74,8.15,2,14,8,2,12.23,0.33,41.95,Medium,1.3018,11.07,1.7284,2
43,5,5.04,4.29,1,19,27,0,8.64,1.72,31.07,Low,1.1481,6.76,0.7011,1
42,1,8.93,4.48,1,8,8,4,10.13,0.23,55.12,Medium,1.9498,9.16,0.9877,2
28,0,7.81,6.08,6,14,22,1,9.95,1.77,55.26,Medium,1.2638,9.58,0.6335,2
20,8,5.85,7.83,5,5,6,5,10.24,0.89,25.16,Low,0.7377,6.74,0.8197,1
27,11,7.55,4.41,5,6,23,2,11.16,1.98,30.46,Low,1.6741,9.53,0.2597,1
42,16,7.38,4.2,3,16,10,8,10.16,0.56,64.45,Medium,1.7163,7.94,1.5842,2
25,14,8.99,5.65,1,5,4,2,11.74,1.06,22.93,Low,1.5635,10.05,1.2195,1
25,18,10.75,7.65,4,8,26,1,13.61,0.35,37.92,Medium,1.3871,11.1,0.3065,2
41,9,13.68,6.61,5,2,8,2,15.92,0.88,70.66,High,2.0387,14.56,0.2469,0
44,11,5.44,6.09,6,13,5,5,9.95,0.35,42.27,Medium,0.8788,5.79,2.549,2
32,13,12.73,8.07,2,5,6,2,16.0,0.61,36.62,Medium,1.5581,13.34,0.8197,2
36,10,6.84,7.83,5,3,27,8,9.78,0.54,33.06,Low,0.8625,7.38,0.1107,1
31,12,9.91,7.93,2,15,22,8,12.77,0.57,83.3,High,1.2341,10.48,0.6787,0
25,2,9.47,6.3,6,15,24,8,14.21,1.94,83.17,High,1.4797,11.41,0.6224,0
27,13,9.57,4.1,5,8,22,1,13.46,0.08,57.49,Medium,2.2786,9.65,0.362,2
38,9,11.23,4.86,7,3,13,6,12.81,0.99,53.94,Medium,2.2641,12.22,0.229,2
29,15,7.82,7.71,3,7,18,1,10.57,1.26,23.64,Low,1.0013,9.08,0.3867,1
20,6,7.19,6.46,3,7,21,0,9.34,1.32,25.28,Low,1.096,8.51,0.3318,1
44,3,12.53,8.86,3,5,21,4,17.48,1.51,59.98,Medium,1.3984,14.04,0.237,2
32,19,6.2,4.95,4,7,10,7,8.86,1.52,23.16,Low,1.2277,7.72,0.6931,1
36,10,5.8,4.61,5,5,27,2,7.07,1.91,17.61,Low,1.2314,7.71,0.1845,1
22,15,4.16,4.69,2,13,6,6,6.8,1.51,41.77,Medium,0.8685,5.67,2.1311,2
27,19,6.11,4.92,6,13,5,5,8.4,1.65,66.41,Medium,1.2171,7.76,2.549,2
33,3,9.19,6.64,5,17,3,0,12.59,1.06,43.21,Medium,1.3635,10.25,5.4839,2
22,16,9.39,8.88,6,12,13,6,11.29,1.32,46.11,Medium,1.0457,10.71,0.916,2
35,12,6.54,6.95,0,14,21,2,12.01,0.96,27.69,Low,0.9277,7.5,0.6635,1
32,10,4.72,6.61,3,2,2,3,6.1,0.55,0.0,Low,0.7034,5.27,0.9524,1
39,2,11.45,7.37,1,5,16,9,13.58,0.63,42.19,Medium,1.5328,12.08,0.3106,2
43,8,11.58,4.37,6,19,14,1,13.97,0.72,100.0,High,2.5906,12.3,1.3475,0
36,5,13.98,8.08,0,16,0,0,18.32,0.68,61.88,Medium,1.709,14.66,160.0,2
25,15,13.26,4.86,0,15,10,5,14.39,0.5,75.72,High,2.6734,13.76,1.4851,0
36,18,11.98,7.15,6,5,12,1,16.1,1.03,48.99,Medium,1.6524,13.01,0.4132,2
33,4,10.16,6.98,3,7,29,9,14.64,1.83,53.44,Medium,1.435,11.99,0.2405,2
36,13,5.29,4.32,1,12,23,5,8.26,0.81,52.19,Medium,1.1968,6.1,0.5195,2
27,16,10.22,5.33,7,12,2,5,12.36,0.45,67.99,Medium,1.8821,10.67,5.7143,2
30,2,4.56,5.95,3,19,12,7,8.65,0.69,58.56,Medium,0.7537,5.25,1.5702,2
39,3,12.85,5.22,6,16,17,7,13.89,1.75,97.2,High,2.4154,14.6,0.9357,0
20,15,8.82,5.22,3,2,23,5,13.52,1.88,42.37,Medium,1.6579,10.7,0.0866,2
26,15,10.97,6.86,1,12,8,6,15.43,1.77,58.92,Medium,1.5761,12.74,1.4815,2
40,3,4.52,6.35,0,6,14,3,7.7,0.57,19.29,Low,0.7008,5.09,0.4255,1
40,18,9.34,7.34,0,19,1,4,12.01,0.78,64.58,Medium,1.2554,10.12,17.2727,2
36,16,7.01,8.78,6,4,27,5,8.14,1.95,31.94,Low,0.7894,8.96,0.1476,1
29,12,6.85,7.3,5,10,7,5,11.85,0.65,50.88,Medium,0.9257,7.5,1.4085,2
30,0,7.9,6.91,1,17,1,2,11.95,0.28,48.79,Medium,1.127,8.18,15.4545,2
41,11,4.01,8.24,0,3,22,8,6.36,0.56,29.05,Low,0.4808,4.57,0.1357,1
28,3,8.67,7.16,4,19,23,3,9.75,1.93,53.12,Medium,1.1942,10.6,0.8225,2
28,10,8.87,4.83,3,6,0,7,12.43,0.83,73.4,High,1.7992,9.7,60.0,0
43,4,12.63,5.57,6,3,23,3,17.58,1.87,67.57,Medium,2.2275,14.5,0.1299,2
24,1,8.49,7.67,4,9,2,5,12.32,0.21,56.73,Medium,1.0927,8.7,4.2857,2
32,16,7.64,7.69,4,0,28,0,8.97,1.53,6.0,Low,0.9807,9.17,0.0,1
28,7,13.95,8.94,5,16,16,1,16.56,0.19,70.15,High,1.5431,14.14,0.9938,0
36,5,9.71,7.13,5,4,6,5,11.15,1.02,52.2,Medium,1.343,10.73,0.6557,2
43,8,8.73,8.5,5,16,9,2,13.38,1.23,52.52,Medium,1.0151,9.96,1.7582,2
40,12,8.96,4.27,4,2,18,6,11.28,0.87,51.52,Medium,2.0503,9.83,0.1105,2
38,10,12.09,6.83,2,8,23,0,16.02,1.33,51.06,Medium,1.7446,13.42,0.3463,2
26,15,7.41,8.6,7,2,8,2,8.75,1.95,25.11,Low,0.8517,9.36,0.2469,1
42,15,7.89,5.44,2,2,17,2,9.4,0.11,21.98,Low,1.4242,8.0,0.117,1
28,1,11.56,4.77,4,8,14,0,15.28,0.38,53.38,Medium,2.3737,11.94,0.5674,2
26,9,4.73,5.75,3,4,16,3,9.1,1.28,3.74,Low,0.8085,6.01,0.2484,1
32,11,12.65,7.96,6,9,23,7,14.46,1.79,76.38,High,1.5695,14.44,0.3896,0
30,7,8.3,4.42,4,14,25,6,10.97,1.6,84.69,High,1.8363,9.9,0.5578,0
33,10,9.81,7.0,6,11,21,6,13.29,0.93,54.43,Medium,1.3817,10.74,0.5213,2
